"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65"
"consent_received.gender_section_1.male_question_consent.hh_chores_male",1,1,2,1,3,1,2,1,1,1,1,2,1,3,1,1,3,3,2,1,1,3,3,3,1,1,1,1,1,1,4,2,1,1,3,3,1,1,2,1,2,1,1,1,1,3,2,1,1,1,1,2,1,2,2,1,1,2,3,1,1,3,1,4,1
"consent_received.gender_section_1.male_question_consent.married_women_work",1,1,2,1,3,1,2,1,1,1,1,2,1,2,1,1,4,3,2,1,1,2,3,2,1,1,1,1,1,1,4,3,1,1,3,3,1,1,3,1,3,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,3,1,1,3,1,4,1
"consent_received.gender_section_1.male_question_consent.right_to_express",1,1,2,1,3,1,3,1,1,1,1,3,1,3,1,1,3,3,2,1,1,3,4,2,1,1,1,1,1,1,3,2,1,1,4,3,1,1,3,1,4,1,1,1,1,3,2,1,1,1,1,2,1,2,2,1,1,2,3,1,1,3,1,3,1
"consent_received.gender_section_1.male_question_consent.wife_beaten",1,1,2,1,4,1,3,1,1,1,1,2,1,3,1,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,3,4,1,1,2,3,1,1,2,1,2,1,1,1,1,3,2,1,1,1,1,2,1,2,2,1,1,2,3,1,1,3,1,4,1
"consent_received.gender_section_1.male_question_consent.son_daughter_school",1,1,2,1,3,1,2,1,1,1,1,2,1,2,1,1,3,2,2,1,1,2,3,2,1,1,1,1,1,1,2,3,1,1,3,3,1,1,3,1,3,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,3,1,3,1
"consent_received.gender_section_1.male_question_consent.community_decision",1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,3,3,3,1,1,3,2,3,1,1,1,1,1,1,4,2,1,1,4,3,1,1,3,1,4,1,1,1,1,2,2,1,1,1,1,4,1,2,2,1,1,2,2,1,1,3,1,2,1
"consent_received.cwc.thing_to_know",2,2,2,6,5,7,7,8,4,5,7,5,2,8,7,9,4,7,3,2,6,5,7,11,2,2,7,8,3,8,6,4,7,3,4,6,5,11,6,6,7,6,2,1,4,4,3,7,9,2,6,6,6,2,2,8,1,3,4,4,1,2,8,13,2
"consent_received.cwc.thing_to_know.finding_miss_people",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.security_situation",1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,0,2,1,1,2,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.thing_to_know.regiter_aid",2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,1,1,2,1,1
"consent_received.cwc.thing_to_know.get_water",1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,0,1,1,1,2,2,1,2,1,1,1,1,2,0,2,1,2,1,1,2,2,1
"consent_received.cwc.thing_to_know.get_food",1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,1
"consent_received.cwc.thing_to_know.get_shelter",1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,1,2,0,1,1,1,1,1,2,2,1
"consent_received.cwc.thing_to_know.nutrition_information",1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.cwc.thing_to_know.food_prices",1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.thing_to_know.crop_livestock_prices",1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,0,1,2,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.get_fuel",1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,0,2,1,1,1,2,1,1,2,2,1,1,1,0,2,1,1,1,1,1,2,1
"consent_received.cwc.thing_to_know.weather_natural_hazards",2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.get_health_care",2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,0,2,2,1,1,2,1,2,2,2,1,1,2,0,2,1,2,1,1,2,2,1
"consent_received.cwc.thing_to_know.get_help",1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.prevent_attack",1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.replace_personal_documentation",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.get_access_education",2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,1,1,1,1,1,2,2,2,2,1,1,2,0,1,1,2,1,1,2,1,1
"consent_received.cwc.thing_to_know.find_work",1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,2,1,1,1,2,2,2,2,2,1,1,2,0,2,2,2,1,1,2,2,1
"consent_received.cwc.thing_to_know.get_transport",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,2,1
"consent_received.cwc.thing_to_know.get_financial_support",2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,0,2,1,1,1,1,2,2,2,2,1,1,2,0,2,2,2,1,1,2,2,1
"consent_received.cwc.thing_to_know.about_rohingya",1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.info_aid_agencies",2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.aid_complain",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.bad_behaviour_aidworker",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.expected_aidworker_behaviour",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.thing_to_know.none",1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,0,1,1,2,1,2,1,1,1,1,1,1,1,0,2,2,1,1,1,1,2,1
"consent_received.cwc.thing_to_know.dntknow_no_answer",1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.thing_to_know_other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
"consent_received.cwc.information_sources",2,2,2,5,6,5,5,3,3,2,5,4,4,3,2,8,4,7,7,3,4,5,6,6,2,1,7,4,4,6,6,4,6,2,7,7,7,9,6,6,7,4,2,1,3,7,3,4,4,2,3,4,4,2,2,4,1,3,4,3,1,3,6,14,2
"consent_received.cwc.information_sources.tv",2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,0,1,2,1,1,2,1,2,1,2,1,1,2,0,1,1,1,1,2,1,2,1
"consent_received.cwc.information_sources.face_to_face",2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,0,1,2,1,2,2,1,1,1,2,1,1,1,0,1,1,1,1,1,2,2,1
"consent_received.cwc.information_sources.newspaper",2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,1,2,1,2,1
"consent_received.cwc.information_sources.radio",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.information_sources.internet",1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.information_sources.facebook",1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,0,1,2,2,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,2,2,1
"consent_received.cwc.information_sources.whatsapp",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.sms",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.call",1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,0,1,2,1,2,1,2,2,1,2,1,1,2,0,2,2,2,1,1,2,2,1
"consent_received.cwc.information_sources.loudspeaker",2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,1,0,2,1,1,1,1,1,2,2,1,1,1,1,0,2,1,2,1,1,2,1,1
"consent_received.cwc.information_sources.community_leaders",1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.religious_leaders",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.govt_official",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.police_army",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.aid_worker",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.community_meetings",1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources.dntknow_prefer",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.information_sources_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.cwc.accurate_information",2,1,2,3,6,8,5,3,3,5,6,4,5,3,7,10,4,5,6,2,5,5,7,6,2,1,8,4,5,7,6,4,6,5,6,6,5,10,6,3,6,5,2,1,4,7,2,5,4,2,8,6,4,2,2,6,1,3,3,3,1,2,7,12,2
"consent_received.cwc.accurate_information.tv",1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,0,2,2,1,2,2,2,2,2,2,1,1,2,0,2,1,1,1,1,1,2,1
"consent_received.cwc.accurate_information.face_to_face",1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,0,2,2,1,2,2,1,2,1,2,1,1,2,0,2,2,1,1,1,1,2,1
"consent_received.cwc.accurate_information.newspaper",2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,0,1,2,1,1,1,1,1,2,1,1,1,2,0,1,2,1,1,1,1,2,1
"consent_received.cwc.accurate_information.radio",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.internet",1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,0,1,1,1,2,1,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1
"consent_received.cwc.accurate_information.facebook",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1
"consent_received.cwc.accurate_information.whatsapp",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.sms",1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.call",1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,0,1,2,1,1,1,1,1,1,2,1,1,2,0,2,1,2,1,1,2,2,1
"consent_received.cwc.accurate_information.loudspeaker",2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,2,1,2,1,1,2,2,1
"consent_received.cwc.accurate_information.community_leaders",1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,2,1,1,1,1,0,2,1,1,1,1,2,1,1
"consent_received.cwc.accurate_information.religious_leaders",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.govt_official",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.police_army",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.aid_worker",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information.community_meetings",1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.accurate_information.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.cwc.accurate_information.dntknow_prefer",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.accurate_information_other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"consent_received.cwc.provide_feedback",2,2,2,3,5,6,3,1,3,4,2,4,2,7,3,6,2,4,2,3,4,4,4,3,2,1,6,3,2,5,3,3,2,5,5,4,4,2,2,6,5,3,2,1,2,2,2,2,2,2,2,5,3,2,2,3,1,3,3,3,1,2,6,4,2
"consent_received.cwc.provide_feedback.speak_service_provider",2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,0,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,2,1,1,2,1,1
"consent_received.cwc.provide_feedback.speak_community_leader",2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,0,1,1,1,1,1,2,1,1,1,1,1,2,0,1,2,1,1,1,2,1,1
"consent_received.cwc.provide_feedback.comm_meetings",1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,0,1,1,1,1,1,1,2,2,1,1,1,2,0,2,1,1,1,1,2,2,1
"consent_received.cwc.provide_feedback.helpline",1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.complaint_form",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.suggestion_box",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.social_media",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1
"consent_received.cwc.provide_feedback.send_sms",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.send_email",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.send_letter",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.other",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.cwc.provide_feedback.dont_know",1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,0,1,1,1,1,1,2,1,1,2,1,1,1,0,1,2,1,1,1,2,1,1
"consent_received.cwc.provide_feedback_other",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"consent_received.cwc.warning_message",1,1,2,2,3,2,2,2,2,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,2,1,1,3,2,3,2,3,2,3,2,2,2,3,2,2,3,3,2,1,2,2,2,2,3,1,2,2,3,2,2,3,1,3,2,2,1,2,3,2,2
